movieId,imdbId,tmdbId
293,108260,87078.0
294,106966,12527.0
295,114594,20306.0
296,111309,36614.0
297,113936,27993.0
298,110081,31439.0
299,114614,9067.0
300,114608,9059.0
301,111280,193.0
302,114609,25066.0
303,111454,46797.0
304,114852,12122.0
305,114694,11381.0
306,111590,32636.0
307,114788,36141.0
308,114888,95963.0
309,108550,1587.0
310,114857,9271.0
311,114924,2064.0
312,111667,19855.0
313,109655,60855.0
314,110598,236.0
315,112435,48287.0
316,109040,3049.0
317,109045,2759.0
318,106339,12635.0
319,104779,10497.0
320,109348,11382.0
321,109444,9331.0
322,109446,10731.0
323,109484,10464.0
324,109504,34152.0
325,109506,9495.0
326,109450,29973.0
327,109813,888.0
328,109830,13.0
329,109831,712.0
330,113305,16295.0
331,110091,48992.0
332,110093,10879.0
333,110167,10660.0
334,110213,10714.0
335,107472,41647.0
336,110357,8587.0
337,107426,1689.0
338,111686,11596.0
339,110475,854.0
340,110478,9359.0
341,110588,23333.0
342,110622,36593.0
343,110771,12280.0
344,110950,2788.0
345,105226,10427.0
346,110989,11011.0
347,111054,49803.0
348,110997,8987.0
349,111257,1637.0
350,111256,15128.0
351,111438,8831.0
352,111503,36955.0
353,111693,10449.0
354,111742,10395.0
355,111756,12160.0
356,112443,40480.0
357,110455,52038.0
358,111048,29444.0
359,110399,26352.0
360,112570,39953.0
361,109454,41580.0
362,59170,315.0
363,110186,22067.0
364,108069,18242.0
365,111301,11667.0
366,112702,32502.0
367,110027,8011.0
368,113409,2654.0
369,109021,18069.0
370,109035,19092.0
371,106220,2758.0
372,111804,38129.0
373,106226,10436.0
374,109068,13595.0
375,109067,46094.0
376,106292,9409.0
377,109198,11853.0
378,109219,16771.0
379,106379,46924.0
380,106400,11041.0
381,109254,306.0
382,109279,14522.0
383,109297,26203.0
384,109303,178.0
385,109305,19819.0
386,109306,57834.0
387,106452,4722.0
388,106471,18215.0
389,106489,1607.0
390,109361,26391.0
391,106505,117553.0
392,106519,6075.0
393,109439,11310.0
394,109443,18658.0
395,106582,9350.0
396,106598,9612.0
397,109456,2124.0
398,109480,26261.0
399,109493,19176.0
400,106673,11566.0
401,106677,9571.0
402,106697,9739.0
403,109729,24257.0
404,106834,34444.0
405,106873,26141.0
406,106332,10997.0
407,109783,50463.0
408,106881,10443.0
409,106880,20239.0
410,111732,16297.0
411,106926,18551.0
412,111712,25440.0
413,106941,9024.0
414,106918,37233.0
415,106965,1634.0
416,109842,13815.0
417,106977,5503.0
418,107004,35588.0
419,109890,2087.0
420,109891,41579.0
421,109913,18620.0
422,109920,41006.0
423,107057,4916.0
424,107076,2019.0
425,107096,31642.0
426,107144,9255.0
427,113674,26271.0
428,112966,10612.0
429,107151,2259.0
430,110064,16097.0
431,110074,11934.0
432,110097,106143.0
433,110123,12475.0
434,107206,9386.0
435,107207,7984.0
436,110137,59930.0
437,108551,15765.0
438,110197,31643.0
439,107286,6.0
440,107290,329.0
441,107302,10909.0
442,110265,507.0
443,107322,34024.0
444,110305,29918.0
445,107362,9593.0
446,107413,42580.0
447,110353,22317.0
448,107468,1413.0
449,107478,12121.0
450,107497,2246.0
451,107501,10502.0
452,107507,10440.0
453,107554,9516.0
454,116253,2320.0
455,74102,5879.0
456,111689,83718.0
457,107616,11971.0
458,107611,2625.0
459,107613,31911.0
460,107614,788.0
461,107653,21450.0
462,110657,11231.0
463,110649,41588.0
464,110678,10447.0
465,110687,31586.0
466,107756,9300.0
467,107808,9559.0
468,107818,9800.0
469,107822,713.0
470,107840,8291.0
471,107889,18133.0
472,111003,25557.0
473,110939,22588.0
474,110955,10872.0
475,107943,1245.0
476,110971,11858.0
477,107969,7007.0
478,111001,10467.0
479,107978,5550.0
480,107977,8005.0
481,107983,2088.0
482,105275,10412.0
483,108000,47889.0
484,108002,14534.0
485,108026,56583.0
486,105032,41878.0
487,108052,424.0
488,111094,35233.0
489,108065,14291.0
490,108071,11236.0
491,111127,11592.0
492,111143,8850.0
493,108101,10445.0
494,108122,695.0
495,111194,43535.0
496,111201,12519.0
497,108149,23210.0
498,108160,858.0
499,108162,867.0
500,83658,78.0
501,108186,13203.0
502,108174,10442.0
503,108238,11074.0
504,108255,9607.0
505,111323,17585.0
506,111400,9057.0
507,108328,20967.0
508,111418,10635.0
509,107688,9479.0
510,108333,10057.0
511,108358,11969.0
512,111488,41590.0
513,108399,319.0
514,108515,26408.0
515,110763,15139.0
516,110259,85247.0
517,114906,11446.0
518,107002,51980.0
519,109403,24405.0
520,104029,11655.0
521,110623,11800.0
522,107315,8223.0
523,106408,14587.0
524,110363,31504.0
525,107349,41653.0
526,111709,53185.0
527,107225,23637.0
528,111252,17600.0
529,110366,10897.0
530,109120,21352.0
531,110892,37345.0
532,112651,32562.0
533,107642,47507.0
534,109382,25403.0
535,112572,9066.0
536,99785,771.0
537,99653,251.0
538,103639,812.0
539,103064,280.0
540,99348,581.0
541,96895,268.0
542,102926,274.0
543,29583,408.0
544,101414,10020.0
545,32910,10895.0
546,100405,114.0
547,110719,41043.0
548,65214,576.0
549,110395,15477.0
550,111752,59146.0
551,109934,124472.0
552,112606,30528.0
553,117247,7300.0
554,112625,10824.0
555,116282,275.0
556,116552,25059.0
557,82509,11827.0
558,116514,8766.0
559,117283,23570.0
560,116684,47333.0
561,110374,54850.0
562,70506,51242.0
563,65421,10112.0
564,113083,4307.0
565,118001,46029.0
566,116165,32308.0
567,107471,52873.0
568,117891,28121.0
569,113613,12520.0
570,117381,1592.0
571,115837,36447.0
572,115509,19042.0
573,114671,38884.0
574,112844,47449.0
575,114658,36259.0
576,116275,41852.0
577,117608,9099.0
578,113448,2021.0
579,116414,61752.0
580,116095,10988.0
581,113947,12652.0
582,115956,10684.0
583,117060,954.0
584,109028,68445.0
585,117071,18989.0
586,116136,8840.0
587,116168,11107.0
588,54189,10363.0
589,115591,161070.0
590,116683,10539.0
591,116287,10543.0
592,116768,18414.0
593,116269,47502.0
594,114787,11902.0
595,113720,27098.0
596,112536,25087.0
597,48473,5801.0
598,52572,896.0
599,117128,3065.0
600,117705,2300.0
601,62711,8069.0
602,108181,27768.0
603,58898,8072.0
604,82206,35797.0
605,113443,33245.0
606,114048,27281.0
607,117104,40001.0
608,117688,29621.0
609,117774,20762.0
610,114736,37144.0
611,112604,48260.0
612,116289,12656.0
613,109593,38867.0
614,112368,25969.0
615,104046,44103.0
616,62952,753.0
617,115742,43634.0
618,117420,9103.0
619,115951,90214.0
620,117784,29649.0
621,117107,10990.0
622,117979,8866.0
623,95776,12233.0
624,115851,23449.0
625,116322,36355.0
626,109374,37667.0
627,110712,90148.0
628,112817,922.0
629,113362,11876.0
630,73778,52633.0
631,108500,11687.0
632,117108,9304.0
633,118114,503475.0
634,113270,73183.0
635,115963,9100.0
636,116448,20759.0
637,116827,46063.0
638,112701,32513.0
639,113429,40651.0
640,116508,36915.0
641,117260,40507.0
642,117500,9802.0
643,109592,21588.0
644,117998,664.0
645,115624,11867.0
646,113568,9323.0
647,117894,10280.0
648,117723,10535.0
649,112691,532.0
650,40366,26744.0
651,117768,16299.0
652,115571,10547.0
653,57012,935.0
654,103926,55613.0
655,113849,41007.0
656,113188,35645.0
657,42644,110465.0
658,109381,255546.0
659,109688,40751.0
660,110480,85778.0
661,108211,11101.0
662,117331,9826.0
663,117765,9879.0
664,113280,22621.0
665,116669,7095.0
666,116594,26890.0
667,113211,46732.0
668,116992,581579.0
669,94265,202425.0
670,63715,41225.0
671,117951,627.0
672,118523,32872.0
673,116629,602.0
674,117737,14553.0
675,116277,9566.0
676,116583,10545.0
677,115798,9894.0
678,116778,11543.0
679,116213,9268.0
680,117218,9327.0
681,113610,
682,106810,124306.0
683,103207,78285.0
684,116040,11228.0
685,116365,10779.0
686,116905,26748.0
687,116493,38223.0
688,117333,9294.0
689,118113,49963.0
690,117628,11363.0
691,117913,1645.0
692,115530,31546.0
693,114266,77056.0
694,115493,36344.0
695,116320,18550.0
696,116756,11511.0
697,116823,34170.0
698,118073,12606.0
699,61495,4837.0
700,110246,12632.0
701,112716,124614.0
702,115472,18975.0
703,116707,11962.0
704,116313,2925.0
705,114550,28628.0
706,117438,3595.0
707,116531,9308.0
708,117332,92381.0
709,116353,18555.0
710,115857,12123.0
711,117008,10830.0
712,116191,3573.0
713,115986,10546.0
714,116571,18862.0
715,53459,31417.0
716,117826,9431.0
717,108227,297645.0
718,113080,46986.0
719,115680,144982.0
720,117718,47907.0
721,116225,10061.0
722,112767,36266.0
723,115632,549.0
724,117918,10478.0
725,104109,66634.0
726,51980,116690.0
727,68646,238.0
728,109255,159.0
729,104558,11134.0
730,116985,88224.0
731,115736,9303.0
732,115836,23945.0
733,116745,22479.0
734,119214,9054.0
735,110693,410921.0
736,106544,38955.0
737,116418,110513.0
738,120004,11015.0
739,116654,9306.0
740,116311,12559.0
741,117965,58770.0
742,115725,3587.0
743,115783,10723.0
744,109001,101230.0
745,113253,10987.0
746,117991,44705.0
747,117093,20318.0
748,111019,26933.0
749,35896,27854.0
750,32904,981.0
751,45152,872.0
752,43278,2769.0
753,50419,13320.0
754,54698,164.0
755,52357,426.0
756,47396,567.0
757,25316,3078.0
758,36855,13528.0
759,25164,28288.0
760,53125,213.0
761,53604,284.0
762,53291,239.0
763,56923,4808.0
764,34583,289.0
765,33870,963.0
766,58385,11113.0
767,47437,6620.0
768,46250,804.0
769,31580,26531.0
770,37059,909.0
771,32138,630.0
772,31381,770.0
773,84370,31044.0
774,43014,599.0
775,33467,15.0
776,62622,62.0
777,42192,705.0
778,32143,22490.0
779,32976,223.0
780,32484,25670.0
781,38787,303.0
782,38109,4174.0
783,50105,8356.0
784,48728,381.0
785,42451,20758.0
786,45537,29376.0
787,31725,1859.0
788,50658,18299.0
789,51658,17281.0
790,52126,64382.0
791,29843,10907.0
792,32762,32093.0
793,37008,1939.0
794,39420,22292.0
795,29162,3598.0
796,27125,3080.0
797,35446,198.0
798,28010,13562.0
799,49261,1712.0
800,48028,220.0
801,25878,3529.0
802,32599,3085.0
803,48960,2897.0
804,38650,1585.0
805,31679,3083.0
806,29947,900.0
807,34012,43795.0
808,17350,85638.0
809,25586,43905.0
810,38300,22688.0
811,27893,23114.0
812,41509,40206.0
813,39152,22356.0
814,26029,260.0
815,38235,43488.0
816,36241,22613.0
817,63350,10331.0
818,43265,488.0
819,46414,22733.0
820,51459,261.0
821,47162,57575.0
822,33891,32574.0
823,29855,22657.0
824,22879,22649.0
825,93229,39448.0
826,118927,52855.0
827,48491,39940.0
828,117357,85328.0
829,116329,11076.0
830,118742,63945.0
831,116442,58985.0
832,117011,10861.0
833,117039,1770.0
834,117473,44465.0
835,116635,2033.0
836,115678,18203.0
837,116830,9333.0
838,115847,47260.0
839,117603,9400.0
840,115438,9401.0
841,115994,12241.0
842,116167,161806.0
843,116259,11306.0
844,116421,9625.0
845,116000,10680.0
846,115862,6346.0
847,72653,18660.0
848,47977,35115.0
849,72951,14821.0
850,64603,14136.0
851,71607,10869.0
852,50798,22660.0
853,55277,19186.0
854,54195,31102.0
855,107131,6878.0
856,53271,15944.0
857,54357,18444.0
858,59793,20723.0
859,46672,173.0
860,106611,864.0
861,109127,24795.0
862,42332,11224.0
863,63819,81310.0
864,38166,15947.0
865,57546,9078.0
866,41890,29682.0
867,102798,8367.0
868,58331,433.0
869,33563,11360.0
870,76538,11114.0
871,66817,12335.0
872,43274,12092.0
873,82406,10948.0
874,116361,11229.0
875,59742,15121.0
876,95016,562.0
877,104692,10163.0
878,118044,48862.0
879,117582,47199.0
880,117589,11159.0
881,117887,9591.0
882,117924,30500.0
883,117791,41843.0
884,115640,10938.0
885,116908,11412.0
886,116409,10586.0
887,116913,42314.0
888,117958,27845.0
889,117202,23223.0
890,116404,49471.0
891,120107,38153.0
892,116722,25147.0
893,116242,9716.0
894,115600,43777.0
895,117509,454.0
896,117802,10218.0
897,117665,819.0
898,116714,56830.0
899,29546,31530.0
900,28757,66473.0
901,39286,28120.0
902,37101,1834.0
903,67992,252.0
904,111622,116356.0
905,55018,16372.0
906,70707,11561.0
907,66808,11302.0
908,95159,623.0
909,79470,583.0
910,84865,12614.0
911,68334,21711.0
912,59243,11575.0
913,61418,475.0
914,52027,11331.0
915,46912,521.0
916,113731,21202.0
917,92890,88.0
918,105236,500.0
919,91763,792.0
920,98627,8491.0
921,103772,402.0
922,101761,10537.0
923,104036,11386.0
924,104348,9504.0
925,84707,15764.0
926,83866,601.0
927,117577,67365.0
928,29992,25842.0
929,99371,2119.0
930,92099,744.0
931,48545,221.0
932,44081,702.0
933,115885,25750.0
934,117040,9305.0
935,117284,37616.0
936,115580,11112.0
937,116378,21612.0
938,113057,102461.0
939,116581,36998.0
940,112907,116844.0
941,117318,1630.0
942,116422,26626.0
943,117320,124837.0
944,82846,11816.0
945,72081,11843.0
946,101775,10379.0
947,96754,2756.0
948,80749,790.0
949,82340,1103.0
950,82533,11298.0
951,91288,4480.0
952,91480,4481.0
953,111357,575751.0
954,81375,10765.0
955,71853,762.0
956,116886,124829.0
957,118147,10548.0
958,108598,531.0
959,84589,4483.0
960,109781,18919.0
961,40427,31556.0
962,40723,26167.0
963,39881,26174.0
964,78875,659.0
965,69198,30892.0
966,110521,86369.0
967,60304,8074.0
968,116059,38554.0
969,115610,49763.0
970,99028,41326.0
971,112483,36555.0
972,103850,10608.0
973,95765,11216.0
974,97108,7452.0
975,101700,892.0
976,101765,1600.0
977,101811,26561.0
978,50825,975.0
979,99703,18129.0
980,102014,54405.0
981,116209,409.0
982,102426,38251.0
983,97937,10161.0
984,98724,1412.0
985,105107,41768.0
986,105488,10409.0
987,96257,14285.0
988,101026,2469.0
989,102370,10174.0
990,100332,31225.0
991,73486,510.0
992,78446,11455.0
993,80684,1891.0
994,93779,2493.0
995,82971,85.0
996,88846,68.0
997,90605,679.0
998,60196,429.0
999,94336,13446.0
1000,50083,389.0
1001,56172,947.0
1002,66921,185.0
1003,56592,595.0
1004,78788,28.0
1005,64116,335.0
1006,86190,1892.0
1007,93191,144.0
1008,41959,1092.0
1009,99685,769.0
1010,78748,348.0
1011,106308,766.0
1012,95250,175.0
1013,89881,11645.0
1014,97202,10835.0
1015,54215,539.0
1016,80455,525.0
1017,71562,240.0
1018,93058,600.0
1019,104361,530.0
1020,97499,10705.0
1021,86879,279.0
1022,45061,3109.0
1023,87843,311.0
1024,81398,1578.0
1025,75686,703.0
1026,86197,9549.0
1027,79944,1398.0
1028,82096,387.0
1029,70735,9277.0
1030,67185,343.0
1031,103130,37291.0
1032,50976,490.0
1033,85859,11235.0
1034,88247,218.0
1035,103873,763.0
1036,97441,9665.0
1037,100519,18971.0
1038,79522,696.0
1039,100150,379.0
1040,97165,207.0
1041,61722,37247.0
1042,52311,1480.0
1043,100263,9322.0
1044,50212,826.0
1045,56801,422.0
1046,71315,829.0
1047,43456,828.0
1048,40897,3090.0
1049,92610,9964.0
1050,23969,3063.0
1051,88794,13667.0
1052,81505,694.0
1053,92005,235.0
1054,22100,832.0
1055,92991,765.0
1056,57115,5925.0
1057,77416,11778.0
1058,82269,4485.0
1059,107048,137.0
1060,105695,33.0
1061,56218,982.0
1062,100436,8428.0
1063,36613,212.0
1064,88763,105.0
1065,101921,1633.0
1066,66206,11202.0
1067,90967,1554.0
1068,94625,149.0
1069,91203,8009.0
1070,61512,903.0
1071,99334,11673.0
1072,72431,3034.0
1073,102536,339.0
1074,101640,10404.0
1075,32553,914.0
1076,32455,756.0
1077,44706,288.0
1078,38355,910.0
1079,97493,2640.0
1080,81534,16633.0
1081,52618,665.0
1082,88258,11031.0
1083,85809,11314.0
1084,94006,15143.0
1085,97576,89.0
1086,78841,10322.0
1087,83987,783.0
1088,96332,10644.0
1089,91867,11257.0
1090,89886,14370.0
1091,84503,12104.0
1092,87553,625.0
1093,89606,8816.0
1094,49223,830.0
1095,97351,2323.0
1096,73341,983.0
1097,64115,642.0
1098,87884,655.0
1099,101458,10341.0
1100,98635,639.0
1101,116589,30180.0
1102,117550,31388.0
1103,116293,41801.0
1104,116953,66034.0
1105,116601,61536.0
1106,112537,18762.0
1107,103644,8077.0
1108,82010,814.0
1109,103678,41671.0
1110,85159,27214.0
1111,115535,52263.0
1112,106262,33519.0
1113,83550,16235.0
1114,78767,11449.0
1115,99030,41848.0
1116,71233,25944.0
1117,90655,24913.0
1118,75704,49126.0
1119,92632,32076.0
1120,56869,571.0
1121,51418,8851.0
1122,82083,37843.0
1123,101492,32146.0
1124,37549,30346.0
1125,103874,6114.0
1126,26138,229.0
1127,74258,13549.0
1128,103919,9529.0
1129,101540,1598.0
1130,55824,11349.0
1131,74285,7340.0
1132,83722,6217.0
1133,87800,377.0
1134,13442,653.0
1135,91651,28198.0
1136,75005,794.0
1137,115710,31640.0
1138,115495,8744.0
1139,117057,25189.0
1140,115751,145.0
1141,119791,2212.0
1142,117731,199.0
1143,117631,7863.0
1144,117666,12498.0
1145,116705,9279.0
1146,117293,17204.0
1147,117372,21539.0
1148,117477,12709.0
1149,115988,20539.0
1150,115433,11674.0
1151,99423,1573.0
1152,79945,152.0
1153,102975,174.0
1154,98382,172.0
1155,84726,154.0
1156,88170,157.0
1157,92007,168.0
1158,103776,364.0
1159,96487,11967.0
1160,100994,9086.0
1161,77631,621.0
1162,84021,9037.0
1163,100114,10173.0
1164,115471,55687.0
1165,117773,168535.0
1166,105690,8845.0
1167,73195,578.0
1168,77766,579.0
1169,85750,17692.0
1170,117119,17795.0
1171,116996,75.0
1172,115906,13891.0
1173,116695,9390.0
1174,93822,378.0
1175,94155,10896.0
1176,105435,2322.0
1177,115633,41240.0
1178,116621,26949.0
1179,116999,9819.0
1180,116410,31908.0
1181,119783,46027.0
1182,115641,3179.0
1183,112769,1802.0
1184,117571,4232.0
1185,104691,9361.0
1186,117038,2928.0
1187,116240,30285.0
1188,116477,10549.0
1189,117690,58102.0
1190,118163,18451.0
1191,117091,27265.0
1192,118100,49935.0
1193,116250,8818.0
1194,117364,36758.0
1195,67959,36040.0
1196,113212,
1197,119731,9415.0
1198,116506,55146.0
1199,119115,12145.0
1200,120550,42424.0
1201,120390,34314.0
1202,112362,2892.0
1203,116704,9404.0
1204,120414,85242.0
1205,118708,9622.0
1206,119664,8860.0
1207,106535,14832.0
1208,118928,9619.0
1209,119644,40506.0
1210,106266,31000.0
1211,106387,4104.0
1212,119937,26306.0
1213,109949,43775.0
1214,119640,14908.0
1215,116790,784.0
1216,119225,12489.0
1217,118111,16448.0
1218,116754,55936.0
1219,118691,17894.0
1220,120238,28059.0
1221,116565,58911.0
1222,119887,17949.0
1223,119141,1968.0
1224,120357,61563.0
1225,118548,66.0
1226,120317,20735.0
1227,120434,11419.0
1228,120318,25796.0
1229,116922,638.0
1230,120036,25624.0
1231,119008,9366.0
1232,118750,21915.0
1233,118859,18420.0
1234,118702,19952.0
1235,119432,9446.0
1236,116743,28005.0
1237,119951,9403.0
1238,119572,27322.0
1239,120053,10003.0
1240,120152,9311.0
1241,118064,11844.0
1242,115964,884.0
1243,116041,49806.0
1244,119528,1624.0
1245,120094,16052.0
1246,118972,4477.0
1247,118829,24662.0
1248,118663,18423.0
1249,116931,76996.0
1250,120389,6499.0
1251,118623,50512.0
1252,119013,9405.0
1253,119381,12723.0
1254,118615,9360.0
1255,119229,9434.0
1256,116762,118991.0
1257,116783,21626.0
1258,118541,13982.0
1259,113314,93946.0
1260,119859,77223.0
1261,120366,31465.0
1262,118586,12793.0
1263,117050,105763.0
1264,120032,9611.0
1265,116295,47694.0
1266,120461,10357.0
1267,115886,9977.0
1268,118655,816.0
1269,118771,2163.0
1270,115760,124680.0
1271,115927,16399.0
1272,120383,31017.0
1273,120479,49478.0
1274,119109,12499.0
1275,119116,18.0
1276,119809,1811.0
1277,117398,105045.0
1278,58985,53023.0
1279,119578,64802.0
1280,117615,11239.0
1281,120087,50850.0
1282,120394,15321.0
1283,118556,2058.0
1284,115744,9450.0
1285,119567,330.0
1286,117359,38523.0
1287,117561,16375.0
1288,120118,33660.0
1289,114303,45671.0
1290,120373,17770.0
1291,118787,15170.0
1292,118880,1701.0
1293,114134,26422.0
1294,120179,1639.0
1295,118688,415.0
1296,119019,47686.0
1297,120034,65889.0
1298,116502,11103.0
1299,119282,11970.0
1300,119738,8874.0
1301,105569,17991.0
1302,115856,11956.0
1303,57345,266.0
1304,119094,754.0
1305,119098,37567.0
1306,116384,43771.0
1307,119654,607.0
1308,119848,18080.0
1309,120512,38225.0
1310,120133,17834.0
1311,118884,686.0
1312,116930,65046.0
1313,119173,4421.0
1314,82198,9387.0
1315,119190,10603.0
1316,118887,2142.0
1317,119081,8413.0
1318,120177,10336.0
1319,118570,20737.0
1320,119896,9413.0
1321,119361,14585.0
1322,119152,18519.0
1323,118818,49462.0
1324,118883,8834.0
1325,118966,9458.0
1326,120207,8854.0
1327,120112,38295.0
1328,119311,22073.0
1329,119509,37244.0
1330,119675,4961.0
1331,119695,9416.0
1332,119086,26180.0
1333,119484,17832.0
1334,118571,9772.0
1335,118531,6072.0
1336,99810,1669.0
1337,102494,468.0
1338,119465,32519.0
1339,120197,108401.0
1340,119360,10806.0
1341,119051,9433.0
1342,119874,6623.0
1343,119488,2118.0
1344,120102,978.0
1345,119468,9437.0
1346,120169,29461.0
1347,120524,10351.0
1348,120323,66588.0
1349,119174,2649.0
1350,119123,14289.0
1351,120399,10155.0
1352,119632,20457.0
1353,118647,18355.0
1354,120151,33657.0
1355,120402,55306.0
1356,119349,68924.0
1357,118842,2255.0
1358,119326,28353.0
1359,119164,9427.0
1360,116631,172545.0
1361,119280,17589.0
1362,119345,3597.0
1363,118971,1813.0
1364,120029,36797.0
1365,119906,12628.0
1366,119324,33344.0
1367,119107,25099.0
1368,120481,45019.0
1369,120303,63437.0
1370,119177,782.0
1371,119095,29911.0
1372,119891,9827.0
1373,120257,1959.0
1374,120529,251481.0
1375,119535,8067.0
1376,119080,45153.0
1377,119210,10871.0
1378,118900,14398.0
1379,83131,10890.0
1380,118689,1281.0
1381,119327,32332.0
1382,119592,9770.0
