movieId,title,genres
286,"Swan Princess, The (1994)",Animation|Children
287,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
288,"Specialist, The (1994)",Action|Drama|Thriller
289,Stargate (1994),Action|Adventure|Sci-Fi
290,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
291,"Shawshank Redemption, The (1994)",Crime|Drama
292,Shallow Grave (1994),Comedy|Drama|Thriller
293,Suture (1993),Film-Noir|Thriller
294,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
295,Swimming with Sharks (1995),Comedy|Drama
296,"Sum of Us, The (1994)",Comedy|Drama
297,National Lampoon's Senior Trip (1995),Comedy
298,To Live (Huozhe) (1994),Drama
299,Tank Girl (1995),Action|Comedy|Sci-Fi
300,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
301,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
302,Tales from the Hood (1995),Action|Crime|Horror
303,Tom & Viv (1994),Drama
304,Village of the Damned (1995),Horror|Sci-Fi
305,Tommy Boy (1995),Comedy
306,Vanya on 42nd Street (1994),Drama
307,Underneath (1995),Mystery|Thriller
308,"Walking Dead, The (1995)",Drama|War
309,What's Eating Gilbert Grape (1993),Drama
310,Virtuosity (1995),Action|Sci-Fi|Thriller
311,While You Were Sleeping (1995),Comedy|Romance
312,"War, The (1994)",Adventure|Drama|War
313,Double Happiness (1994),Drama
314,Muriel's Wedding (1994),Comedy
315,"Baby-Sitters Club, The (1995)",Children
316,Ace Ventura: Pet Detective (1994),Comedy
317,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
318,Backbeat (1993),Drama|Musical
319,Bitter Moon (1992),Drama|Film-Noir|Romance
320,Bullets Over Broadway (1994),Comedy
321,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
322,"Client, The (1994)",Drama|Mystery|Thriller
323,"Corrina, Corrina (1994)",Comedy|Drama|Romance
324,Crooklyn (1994),Comedy|Drama
325,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
326,Cobb (1994),Drama
327,"Flintstones, The (1994)",Children|Comedy|Fantasy
328,Forrest Gump (1994),Comedy|Drama|Romance|War
329,Four Weddings and a Funeral (1994),Comedy|Romance
330,Higher Learning (1995),Drama
331,I Like It Like That (1994),Comedy|Drama|Romance
332,I Love Trouble (1994),Action|Comedy
333,It Could Happen to You (1994),Comedy|Drama|Romance
334,"Jungle Book, The (1994)",Adventure|Children|Romance
335,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
336,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
337,Little Buddha (1993),Drama
338,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
339,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
340,Maverick (1994),Adventure|Comedy|Western
341,Mrs. Parker and the Vicious Circle (1994),Drama
342,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
343,"Paper, The (1994)",Comedy|Drama
344,Reality Bites (1994),Comedy|Drama|Romance
345,Red Rock West (1992),Thriller
346,Richie Rich (1994),Children|Comedy
347,Safe Passage (1994),Drama
348,"River Wild, The (1994)",Action|Thriller
349,Speed (1994),Action|Romance|Thriller
350,Speechless (1994),Comedy|Romance
351,Timecop (1994),Action|Sci-Fi|Thriller
352,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
353,When a Man Loves a Woman (1994),Drama|Romance
354,Wolf (1994),Drama|Horror|Romance|Thriller
355,Wyatt Earp (1994),Western
356,Bad Company (1995),Action|Crime|Drama
357,"Man of No Importance, A (1994)",Drama
358,S.F.W. (1994),Drama
359,"Low Down Dirty Shame, A (1994)",Action|Comedy
360,Boys Life (1995),Drama
361,"Colonel Chabert, Le (1994)",Drama|Romance|War
362,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
363,Jason's Lyric (1994),Crime|Drama
364,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
365,Street Fighter (1994),Action|Adventure|Fantasy
366,Coldblooded (1995),Comedy
367,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
368,In the Mouth of Madness (1995),Horror|Thriller
369,8 Seconds (1994),Drama
370,Above the Rim (1994),Crime|Drama
371,Addams Family Values (1993),Children|Comedy|Fantasy
372,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
373,"Age of Innocence, The (1993)",Drama
374,Airheads (1994),Comedy
375,"Air Up There, The (1994)",Comedy
376,Another Stakeout (1993),Comedy|Thriller
377,Bad Girls (1994),Western
378,Barcelona (1994),Comedy|Romance
379,Being Human (1993),Drama
380,"Beverly Hillbillies, The (1993)",Comedy
381,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
382,Black Beauty (1994),Adventure|Children|Drama
383,Blink (1994),Thriller
384,Blown Away (1994),Action|Thriller
385,Blue Chips (1994),Drama
386,Blue Sky (1994),Drama|Romance
387,Body Snatchers (1993),Horror|Sci-Fi|Thriller
388,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
389,"Bronx Tale, A (1993)",Drama
390,Cabin Boy (1994),Comedy
391,Calendar Girl (1993),Comedy|Drama
392,Carlito's Way (1993),Crime|Drama
393,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
394,Clean Slate (1994),Comedy
395,Cliffhanger (1993),Action|Adventure|Thriller
396,Coneheads (1993),Comedy|Sci-Fi
397,Color of Night (1994),Drama|Thriller
398,Cops and Robbersons (1994),Comedy
399,"Cowboy Way, The (1994)",Action|Comedy|Drama
400,Dave (1993),Comedy|Romance
401,Dazed and Confused (1993),Comedy
402,Demolition Man (1993),Action|Adventure|Sci-Fi
403,"Endless Summer 2, The (1994)",Adventure|Documentary
404,Even Cowgirls Get the Blues (1993),Comedy|Romance
405,Fatal Instinct (1993),Comedy
406,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
407,"Favor, The (1994)",Comedy|Romance
408,Fearless (1993),Drama
409,Fear of a Black Hat (1994),Comedy
410,With Honors (1994),Comedy|Drama
411,Flesh and Bone (1993),Drama|Mystery|Romance
412,Widows' Peak (1994),Drama
413,For Love or Money (1993),Comedy|Romance
414,"Firm, The (1993)",Drama|Thriller
415,Free Willy (1993),Adventure|Children|Drama
416,Fresh (1994),Crime|Drama|Thriller
417,"Fugitive, The (1993)",Thriller
418,Geronimo: An American Legend (1993),Drama|Western
419,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
420,Getting Even with Dad (1994),Comedy
421,Go Fish (1994),Drama|Romance
422,"Good Man in Africa, A (1994)",Action|Adventure
423,Guilty as Sin (1993),Crime|Drama|Thriller
424,Hard Target (1993),Action|Adventure|Crime|Thriller
425,Heaven & Earth (1993),Action|Drama|War
426,Hot Shots! Part Deux (1993),Action|Comedy|War
427,Live Nude Girls (1995),Comedy
428,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
429,"House of the Spirits, The (1993)",Drama|Romance
430,House Party 3 (1994),Comedy
431,"Hudsucker Proxy, The (1994)",Comedy
432,I'll Do Anything (1994),Comedy|Drama
433,In the Army Now (1994),Comedy|War
434,In the Line of Fire (1993),Action|Thriller
435,In the Name of the Father (1993),Drama
436,"Inkwell, The (1994)",Comedy|Drama
437,What's Love Got to Do with It? (1993),Drama|Musical
438,Jimmy Hollywood (1994),Comedy|Crime|Drama
439,Judgment Night (1993),Action|Crime|Thriller
440,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
441,Kalifornia (1993),Drama|Thriller
442,Killing Zoe (1994),Crime|Drama|Thriller
443,King of the Hill (1993),Drama
444,Lassie (1994),Adventure|Children
445,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
446,Life with Mikey (1993),Comedy
447,Lightning Jack (1994),Comedy|Western
448,M. Butterfly (1993),Drama|Romance
449,Made in America (1993),Comedy
450,Malice (1993),Thriller
451,"Man Without a Face, The (1993)",Drama
452,Manhattan Murder Mystery (1993),Comedy|Mystery
453,Menace II Society (1993),Action|Crime|Drama
454,Executive Decision (1996),Action|Adventure|Thriller
455,In the Realm of the Senses (Ai no corrida) (1976),Drama
456,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
457,Much Ado About Nothing (1993),Comedy|Romance
458,Mr. Jones (1993),Drama|Romance
459,Mr. Wonderful (1993),Comedy|Romance
460,Mrs. Doubtfire (1993),Comedy|Drama
461,Naked (1993),Drama
462,"Next Karate Kid, The (1994)",Action|Children|Romance
463,"New Age, The (1994)",Drama
464,No Escape (1994),Action|Drama|Sci-Fi
465,North (1994),Comedy
466,Orlando (1992),Drama|Fantasy|Romance
467,"Perfect World, A (1993)",Crime|Drama|Thriller
468,Philadelphia (1993),Drama
469,"Piano, The (1993)",Drama|Romance
470,Poetic Justice (1993),Drama
471,"Program, The (1993)",Action|Drama
472,"Puppet Masters, The (1994)",Horror|Sci-Fi
473,Radioland Murders (1994),Comedy|Mystery|Romance
474,"Ref, The (1994)",Comedy
475,"Remains of the Day, The (1993)",Drama|Romance
476,Renaissance Man (1994),Comedy|Drama
477,Rising Sun (1993),Action|Drama|Mystery
478,"Road to Wellville, The (1994)",Comedy
479,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
480,Robin Hood: Men in Tights (1993),Comedy
481,Romeo Is Bleeding (1993),Crime|Thriller
482,Romper Stomper (1992),Action|Drama
483,Ruby in Paradise (1993),Drama
484,Rudy (1993),Drama
485,"Saint of Fort Washington, The (1993)",Drama
486,"Savage Nights (Nuits fauves, Les) (1992)",Drama
487,Schindler's List (1993),Drama|War
488,"Scout, The (1994)",Comedy|Drama
489,Searching for Bobby Fischer (1993),Drama
490,"Secret Garden, The (1993)",Children|Drama
491,Serial Mom (1994),Comedy|Crime|Horror
492,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
493,Shadowlands (1993),Drama|Romance
494,Short Cuts (1993),Drama
495,"Simple Twist of Fate, A (1994)",Drama
496,Sirens (1994),Drama
497,Six Degrees of Separation (1993),Drama
498,Sleepless in Seattle (1993),Comedy|Drama|Romance
499,Sliver (1993),Thriller
500,Blade Runner (1982),Action|Sci-Fi|Thriller
501,Son in Law (1993),Comedy|Drama|Romance
502,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
503,Striking Distance (1993),Action|Crime
504,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
505,Surviving the Game (1994),Action|Adventure|Thriller
506,Terminal Velocity (1994),Action|Mystery|Thriller
507,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
508,Threesome (1994),Comedy|Romance
509,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
510,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
511,Tombstone (1993),Action|Drama|Western
512,Trial by Jury (1994),Crime|Drama|Thriller
513,True Romance (1993),Crime|Thriller
514,"War Room, The (1993)",Documentary
515,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
516,Killer (Bulletproof Heart) (1994),Drama|Thriller
517,Welcome to the Dollhouse (1995),Comedy|Drama
518,Germinal (1993),Drama|Romance
519,Chasers (1994),Comedy
520,Cronos (1993),Drama|Horror
521,Naked in New York (1994),Comedy|Romance
522,Kika (1993),Comedy|Drama
523,Bhaji on the Beach (1993),Comedy|Drama
524,Little Big League (1994),Comedy|Drama
525,"Slingshot, The (Kådisbellan) (1993)",Comedy|Drama
526,"Wedding Gift, The (1994)",Drama|Romance
527,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
528,Spanking the Monkey (1994),Comedy|Drama
529,"Little Rascals, The (1994)",Children|Comedy
530,Andre (1994),Adventure|Children|Drama
531,Princess Caraboo (1994),Drama
532,"Celluloid Closet, The (1995)",Documentary
533,Métisse (Café au Lait) (1993),Comedy|Drama
534,Dear Diary (Caro Diario) (1994),Comedy|Drama
535,"Brady Bunch Movie, The (1995)",Comedy
536,Home Alone (1990),Children|Comedy
537,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
538,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
539,Terminator 2: Judgment Day (1991),Action|Sci-Fi
540,Dances with Wolves (1990),Adventure|Drama|Western
541,Batman (1989),Action|Crime|Thriller
542,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
543,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
544,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
545,Pinocchio (1940),Animation|Children|Fantasy|Musical
546,Pretty Woman (1990),Comedy|Romance
547,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy
548,"Wild Bunch, The (1969)",Adventure|Western
549,Love and a .45 (1994),Action|Comedy|Crime
550,"Wooden Man's Bride, The (Yan shen) (1994)",Drama
551,"Great Day in Harlem, A (1994)",Documentary
552,"Bye Bye, Love (1995)",Comedy
553,One Fine Day (1996),Drama|Romance
554,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
555,Fargo (1996),Comedy|Crime|Drama|Thriller
556,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
557,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
558,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
559,"Pallbearer, The (1996)",Comedy
560,Jane Eyre (1996),Drama|Romance
561,Loaded (1994),Drama|Thriller
562,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
563,"Aristocats, The (1970)",Animation|Children
564,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
565,Two Much (1995),Comedy|Romance
566,Ed (1996),Comedy
567,My Favorite Season (1993),Drama
568,"Thin Line Between Love and Hate, A (1996)",Comedy
569,"Last Supper, The (1995)",Drama|Thriller
570,Primal Fear (1996),Crime|Drama|Mystery|Thriller
571,Carried Away (1996),Drama|Romance
